Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
1.583,608.60034,1089.63831,123.66357,619.0733,1069.67383,-135.73758,416.24261,1073.19629,-0.78374,659.20416,778.52173,195.24471,745.91241,735.64862,113.96987,692.23486,660.57324,196.83282,567.93512,763.84015,-177.05353,656.97107,729.18604,-107.89613,567.08014,654.51971,-155.13071,621.88617,528.61224,184.57983,665.771,449.50729,140.6291,578.24878,452.2757,189.94167,548.06921,438.97546,-142.35123,591.10321,389.01056,-85.37843,526.39374,396.75909,-147.45367,339.29257,261.83752,83.51524,456.55368,171.91745,76.88843,420.77618,169.0757,176.0184,538.60046,59.32553,134.41695,437.61258,76.71856,-44.67991,607.68164,75.13268,-12.30162,593.37842,68.7859,-110.80261,719.77765,49.63948,-41.71411,633.82147,1388.8866,-19.94921,518.19208,1483.10376,178.86394,579.68231,1492.3363,-235.55916,509.24567,1285.84033,235.12175,625.96198,1255.82092,-251.10561,456.39783,1189.078,264.06458,593.02838,1152.67749,-289.08322,574.6662,946.92181,281.44778,527.94977,939.45068,328.23947,731.69916,947.71393,-222.2103,692.64398,928.33411,-283.51523,467.22903,92.28278,201.78957,503.99689,90.07555,95.36823,656.10626,42.09689,-118.12362,669.586,50.86823,-17.01391,692.09515,1616.2865,59.02126,708.23022,1618.58179,-78.82559,692.95575,1792.98108,-5.47619
1.6,607.87762,1090.68884,122.27451,618.59406,1068.89197,-138.1122,413.96741,1073.24951,-0.75386,665.26282,782.27783,193.52606,749.27521,741.27448,111.5922,699.83679,665.29834,195.18982,558.43549,763.93811,-177.92433,647.75983,727.17139,-109.77156,554.66943,654.55798,-155.42224,633.91754,527.70435,182.13773,683.50415,452.26901,139.73322,597.44794,448.79288,188.45866,532.38507,439.55505,-142.48677,575.7887,389.20929,-85.65297,510.25751,396.99246,-147.67802,369.30103,241.22046,84.22096,493.43384,161.06473,76.57615,459.19748,155.15944,176.13658,584.28369,55.33744,133.48772,418.66721,76.94257,-44.96015,588.37726,74.64948,-11.04171,574.06036,69.03747,-110.95462,700.95093,49.28849,-41.83063,632.83942,1388.99854,-20.07845,517.63251,1482.80188,178.63786,579.2431,1493.04834,-235.54439,504.73508,1286.11877,233.35013,627.29999,1256.96326,-251.83081,450.71304,1189.51733,262.13968,595.51154,1153.29016,-290.43066,567.19891,947.23669,280.26953,520.21667,939.01123,326.39505,741.05292,954.72388,-218.61577,705.66724,932.59296,-282.50378,512.00421,81.90065,200.86646,546.2699,83.2836,95.14597,637.06628,41.9357,-118.38514,650.57428,50.47874,-17.11728,690.42664,1616.46753,59.39425,707.13495,1619.06689,-78.63651,690.92438,1793.31592,-5.02905
1.617,605.54309,1090.26147,120.62789,614.8125,1067.94934,-139.2874,411.51007,1072.99207,-0.79608,667.15851,785.08118,192.03299,752.21088,745.85742,108.87255,704.8714,668.44141,193.00806,549.28113,763.86761,-178.94116,635.71204,725.01563,-110.36151,543.93726,654.51434,-156.36047,643.68237,525.97125,180.65326,699.25146,455.34586,137.65758,612.85669,444.70953,187.41226,516.83423,439.3801,-142.9054,560.29895,389.17377,-86.747,494.4819,397.22995,-147.88547,401.56735,218.51128,84.74643,532.23962,149.49417,76.63715,499.25064,140.71983,176.49466,631.76263,52.23286,133.73021,399.98239,77.13556,-45.3155,569.16699,74.16371,-9.62927,554.78278,69.0493,-111.21681,682.0152,48.9067,-41.93581,632.02374,1387.99561,-21.10272,516.54224,1481.10254,178.39081,578.51062,1493.31641,-236.10205,501.388,1285.45142,232.1964,628.10242,1257.62366,-252.18121,445.42609,1189.48206,260.28711,596.96661,1153.22131,-290.58499,561.763,946.37756,279.10989,513.24432,938.09656,324.10403,749.9574,962.07294,-217.226,715.05994,936.63629,-278.56876,556.8678,72.06673,200.86882,590.45386,76.72038,95.96174,618.10663,41.79149,-118.65975,631.31146,49.95323,-17.21669,689.84534,1616.21326,59.51715,706.36194,1619.13611,-78.6215,688.99316,1793.01404,-4.65875
1.633,603.93372,1089.13538,119.51635,612.93011,1065.28894,-140.17496,409.01688,1072.49585,-1.02181,668.4613,785.93903,190.88106,754.42401,749.60522,106.44052,709.92358,670.31848,191.06738,540.59308,763.60345,-179.92149,629.16113,722.96967,-112.65733,532.50409,654.14813,-155.75642,650.88312,524.22046,179.00328,713.61151,456.99216,136.64886,628.72064,439.93689,186.61079,501.43478,438.84308,-142.58572,544.94269,387.9043,-86.57836,478.96487,397.45175,-148.0213,436.25043,194.38336,84.87849,572.81891,137.93303,77.21144,540.70508,126.4874,177.15926,680.54291,50.62259,135.45329,381.53406,77.23193,-45.43572,550.00293,73.68589,-9.39322,536.00232,68.17527,-111.52926,662.91962,48.51307,-42.07316,630.02924,1386.55017,-21.54572,514.88611,1480.2179,178.16081,577.77747,1493.28943,-235.54468,497.69519,1284.10876,231.17772,628.44238,1257.93115,-252.84811,440.59073,1188.92004,258.543,598.43341,1153.52783,-291.02417,553.33038,944.83093,276.82901,507.52142,937.284,321.96112,757.67273,967.93225,-214.17039,724.18573,940.81653,-275.97409,604.51276,63.43764,202.02013,636.67926,71.03918,97.80803,599.2229,41.65376,-118.9546,611.94861,49.43161,-17.32701,689.04492,1615.38342,60.02588,706.5011,1618.51794,-77.81728,687.02917,1792.67383,-3.37511
1.65,601.01624,1087.03516,118.72551,610.71021,1063.77942,-140.84731,406.69342,1071.72485,-1.37992,669.2652,787.17059,189.50008,753.89893,750.72375,103.64861,711.4364,671.97638,189.55865,532.39191,763.11194,-180.73022,619.98083,720.61829,-114.20196,521.87195,653.41998,-156.33449,658.34808,519.30975,176.13972,724.81531,457.26785,135.18399,642.04926,433.70764,184.92302,486.52628,438.84958,-142.71501,529.39087,387.53299,-86.97312,463.66592,397.66428,-148.12589,473.50674,169.79311,84.60143,614.89154,127.18807,78.33787,583.3905,113.17432,178.20348,729.98334,51.04027,138.67064,363.14011,77.24314,-45.12804,530.56433,73.1599,-12.97877,518.30786,65.46133,-111.78403,643.74939,48.17178,-42.23812,629.29065,1385.20557,-21.35299,513.53296,1478.31506,178.42934,576.53149,1492.26904,-234.90042,495.70804,1282.66785,230.37895,628.45825,1257.62744,-253.09518,436.31451,1187.81458,257.00528,599.5141,1152.71399,-291.72446,550.34235,943.79071,275.9657,502.66211,935.67615,319.84976,765.40375,974.44733,-211.40816,732.78394,945.18665,-273.57462,653.9472,57.63544,205.41045,684.36469,66.8582,100.60151,580.41412,41.59339,-119.27572,592.7583,49.09647,-17.4972,688.03149,1614.46716,60.66189,705.08032,1618.02173,-77.62988,684.91095,1791.70532,-2.41395
1.667,599.83228,1085.58435,118.70938,608.72266,1061.8092,-140.80472,404.72195,1070.57996,-1.69959,668.57263,786.81171,188.30382,753.88715,750.64917,100.71996,711.65918,671.29498,186.32729,524.65576,762.3324,-181.25906,612.41003,718.14301,-114.12466,509.96497,652.99951,-155.77669,660.08051,514.17426,174.75328,735.98773,457.22131,134.66336,654.72516,426.49002,183.20798,471.52008,438.90488,-142.64053,514.42877,387.33813,-87.9257,448.58313,397.89874,-148.28763,513.23511,145.89941,84.11,657.98535,118.08745,79.92436,627.02417,101.50777,179.63803,779.35394,54.00582,142.96974,344.55746,77.33395,-44.58569,510.24771,72.37608,-23.18033,502.04138,60.2068,-111.93984,624.66107,47.93847,-42.4145,628.68726,1383.05261,-20.98833,513.60254,1476.32776,178.74011,575.63556,1490.76514,-234.41196,492.93958,1280.60193,229.78194,628.44366,1257.07227,-252.86676,432.73376,1186.19006,255.79489,601.36969,1151.29175,-291.82913,545.88928,941.45392,274.55984,497.75336,933.9071,317.96359,771.41754,980.39471,-208.95395,741.46906,948.33276,-270.10117,700.21472,53.76126,208.58646,732.60919,64.82704,104.08163,561.64447,41.67629,-119.61717,573.92383,49.02352,-17.76653,687.46826,1612.95374,61.44924,704.90424,1617.29456,-76.69482,682.78009,1790.31372,-1.32477
1.683,597.13495,1082.32458,118.09125,606.7641,1059.22961,-140.85529,403.16708,1068.99988,-1.84906,665.9234,784.31006,186.77255,750.52368,748.84796,98.1476,709.57764,669.64899,184.84206,517.35602,761.21924,-181.40195,603.8103,715.32312,-114.72479,502.30722,652.44171,-156.90788,667.72473,505.81097,172.25211,744.78455,456.88412,132.74461,665.75043,418.49612,181.69916,457.73215,439.06577,-142.95654,499.54135,386.84882,-87.28205,433.67456,398.18298,-148.57739,554.90143,123.86417,83.7868,701.39655,111.40024,81.76612,671.22119,92.2419,181.38893,827.86884,60.0686,147.54765,325.6842,77.66112,-44.10319,488.96622,71.27302,-38.71493,486.582,53.32677,-112.06252,605.74719,47.8074,-42.63551,628.29175,1380.55103,-20.66708,512.86298,1473.68542,179.41171,575.52966,1489.12085,-233.88638,490.91867,1278.59045,229.15067,626.49115,1256.12952,-251.98598,429.93243,1184.07751,254.98907,602.04016,1149.96179,-292.22235,543.354,939.30829,273.09158,494.33521,931.04553,316.61884,776.67224,985.5318,-206.82899,748.05457,951.96057,-267.56894,748.66248,51.8175,212.41901,780.52087,65.68566,107.75923,542.73431,41.79991,-119.95808,555.39276,49.12819,-18.13222,685.66473,1611.46973,62.4661,704.99445,1616.14148,-75.33621,680.54431,1787.64539,-0.04241
1.7,596.2962,1078.93994,118.67673,605.72449,1055.85962,-140.98,401.97638,1066.97925,-1.81714,661.27838,779.95923,184.35609,746.06036,744.64038,95.87743,704.96039,665.44098,183.29825,510.44876,759.81,-181.15201,595.90253,712.90228,-114.55626,493.64505,651.95862,-157.34961,670.32599,496.89066,169.93857,752.31348,455.4917,130.41507,677.92816,409.96381,180.11127,443.28128,438.81522,-143.92108,484.67908,386.2677,-88.03171,418.86444,398.53046,-149.01889,597.60974,104.64214,84.15984,744.19073,107.72676,83.59338,715.45642,86.09475,183.336,874.65869,69.76272,151.39684,306.67523,78.20632,-43.76003,468.06665,70.39124,-51.39619,469.97339,48.22646,-112.19035,586.95667,47.70139,-42.95762,628.23602,1377.80872,-19.5984,512.51678,1470.76868,179.75192,575.17578,1487.08362,-232.83876,488.77902,1275.4679,229.39824,627.53552,1253.71277,-252.25774,427.867,1181.47888,254.58673,602.67963,1147.92908,-292.55417,540.53247,936.62274,271.62204,491.19116,927.98669,314.76782,780.29156,988.93774,-204.1646,753.86945,954.36554,-264.59152,795.80011,54.63384,215.29655,827.1839,70.16802,110.97808,523.49384,41.75249,-120.22785,536.92902,49.24505,-18.53447,687.32452,1609.27576,63.86377,703.89282,1614.54797,-74.28069,677.7453,1786.56396,1.52062
1.717,594.37012,1075.59839,119.11456,603.79517,1054.19885,-140.59486,401.07782,1064.53711,-1.65054,655.8064,774.4137,181.66591,741.2135,739.47668,93.37547,701.00873,661.21521,180.76666,503.8782,758.26025,-180.66513,588.04895,710.39264,-114.11677,485.04391,650.81226,-157.97876,671.57458,488.20117,168.46666,757.98615,454.48938,128.52547,688.48206,401.9339,179.3678,430.42645,439.08057,-144.61182,470.48001,386.03494,-89.36972,404.1485,398.96503,-149.59703,640.21033,88.87077,85.7271,785.24658,107.36528,85.12284,758.94446,83.5951,185.31293,918.7395,83.37208,153.59363,287.77008,78.88239,-43.53901,449.31927,70.49358,-52.51559,450.41388,48.40386,-112.35523,568.16125,47.53296,-43.39085,627.59503,1374.76648,-19.01516,513.01331,1467.4856,180.54926,575.12939,1484.40247,-231.89626,487.11343,1272.14905,229.43796,626.62457,1252.10681,-251.70543,426.3862,1178.36658,254.51094,601.94409,1145.38037,-291.94995,537.44623,932.63141,270.75372,489.62076,924.72076,314.43024,785.2168,993.05347,-201.63905,758.56268,956.56354,-261.75897,842.10559,60.36731,217.94193,871.50391,78.70229,113.05455,504.07233,41.49062,-120.40821,518.33801,49.25923,-18.89886,685.85608,1607.03979,65.10802,704.15912,1613.08362,-72.15485,675.13287,1783.46899,3.82558
1.733,592.65338,1071.26636,119.21408,602.38531,1051.06311,-140.51797,400.44934,1061.72717,-1.35855,650.97809,768.41797,179.60385,734.09491,732.22852,90.50024,694.12732,654.43872,179.50607,497.62274,756.76593,-180.19881,580.75519,707.15717,-114.10476,476.33646,649.7912,-158.47304,674.05847,477.96463,166.40796,762.10803,453.18988,126.05242,699.48755,394.6991,178.35994,415.80118,438.97198,-145.29958,455.70383,384.68533,-89.88332,389.65729,399.54541,-150.27454,681.32037,76.84937,88.64788,823.33899,110.18343,86.09659,800.5769,84.89293,187.07101,959.0249,100.58092,153.55934,269.05981,79.68768,-43.50364,432.83435,71.66382,-42.46498,428.42148,53.57891,-112.72099,549.26355,47.27246,-43.88937,628.35028,1371.9585,-18.92793,513.01886,1463.84656,182.58873,575.23419,1481.3551,-230.00348,487.67285,1268.68628,230.01428,626.33185,1249.10242,-251.5145,425.34018,1174.72937,254.66179,601.21545,1142.90637,-291.755,536.63678,929.0188,269.60916,487.29684,920.42816,313.34882,788.17316,996.6593,-199.23724,762.34338,957.97266,-259.02991,885.59979,70.70512,218.16032,912.22656,91.05075,113.4589,484.85526,41.1574,-120.66688,499.58749,49.1646,-19.23067,686.44189,1604.71655,67.09755,703.72821,1610.8999,-70.84705,672.50751,1780.84766,5.63419
1.75,592.25854,1066.69238,119.49593,601.86261,1047.92065,-140.14432,400.09653,1058.6405,-0.86809,647.1488,762.35992,178.75697,726.80634,723.4502,87.4173,686.48816,647.46283,178.49785,491.70862,755.42908,-179.94481,574.47675,704.77362,-114.28156,467.96548,649.56451,-158.68784,675.58405,469.92169,165.55312,765.27557,452.28528,123.26731,707.73529,388.79572,177.66672,402.95261,439.75488,-145.92514,442.08649,384.73984,-90.70824,375.60654,400.34888,-150.98909,719.36517,68.50724,92.52993,857.24487,115.53773,86.30818,838.97906,89.58926,188.30299,994.39502,120.25922,151.17351,250.48515,80.68453,-43.7681,417.09512,73.29491,-29.43781,406.27533,60.10054,-113.43317,530.25244,46.94551,-44.39381,627.59204,1367.0896,-16.11475,512.67572,1459.85156,183.50166,575.3606,1478.46838,-229.05656,487.35449,1264.51672,231.06023,624.72815,1245.84778,-250.31535,424.65741,1170.62354,255.03316,600.54132,1139.35657,-291.30267,535.9549,925.11304,269.70929,486.99316,916.22919,312.10602,789.23853,997.68799,-197.12701,762.51178,958.34167,-255.56349,927.13495,83.66045,218.5173,948.14276,106.13866,111.96067,465.88821,40.7818,-121.18674,480.72598,49.01082,-19.62692,686.40826,1601.8302,68.66674,702.61945,1609.10681,-69.24741,669.17133,1777.93689,8.2382
1.767,592.72321,1062.52454,120.21972,601.20593,1044.80615,-139.19357,399.99237,1055.36804,-0.06025,642.45056,755.70221,178.12038,719.07996,715.34357,84.73016,681.01984,639.89191,175.64371,486.17685,754.23425,-179.88567,567.79474,701.64941,-115.90075,460.18161,648.26892,-158.57233,676.99866,461.63135,165.26871,767.16412,452.01712,121.1487,715.73962,385.23343,177.14229,390.53979,440.3248,-146.66528,430.73682,384.53986,-93.88159,362.23395,401.42682,-151.67007,752.71442,63.34774,96.51629,885.85254,122.28729,85.62352,872.62134,96.60912,188.70589,1023.82251,140.50859,146.76637,231.97525,81.94373,-44.3737,400.76093,74.82552,-20.27879,385.5831,64.87903,-114.38535,511.20328,46.59705,-44.8642,627.9267,1363.2251,-14.80898,512.4978,1455.29553,185.74414,576.30182,1475.26489,-226.73683,485.94559,1259.52502,232.40637,625.8996,1242.97205,-249.62099,424.32767,1166.1615,255.73183,600.83331,1136.50439,-290.56216,535.87439,920.49573,269.45471,487.71429,911.21417,312.32959,793.86859,998.83923,-195.68346,764.54987,957.87726,-253.65331,962.79358,99.00575,216.03621,978.26392,122.19485,108.66782,446.83029,40.23825,-121.93144,461.80524,48.83086,-20.17408,685.94745,1599.09766,70.57977,703.39862,1606.19836,-66.43287,665.99371,1775.14539,10.33054
1.783,594.20471,1058.44006,121.07768,600.8067,1041.55652,-139.12704,400.06851,1051.99438,1.1541,640.43909,749.64423,176.40387,713.69232,708.22449,81.137,676.16144,633.45477,175.16199,481.09619,753.14069,-179.85562,563.16229,698.46228,-117.20468,453.23248,648.00128,-158.938,678.23029,455.31909,164.07349,768.07623,450.85718,120.11949,722.68256,381.20697,177.20058,378.97586,440.94788,-147.37621,415.52118,383.24548,-93.05512,349.79623,402.7692,-152.29532,779.81805,60.47738,99.61597,908.27686,128.93669,83.99972,899.95172,104.18666,188.05997,1046.5437,158.86629,141.02995,213.5155,83.57991,-45.27265,383.50446,76.07505,-16.50665,366.43445,67.22413,-115.29151,492.20654,46.25555,-45.28194,627.38177,1359.55603,-12.38376,512.42627,1451.09058,187.5752,577.13336,1471.9375,-224.15846,486.90579,1255.26074,233.94275,625.79889,1239.29614,-248.69498,424.35156,1161.45178,256.8324,600.35681,1133.36682,-289.88873,536.6571,915.71637,269.13449,488.06479,907.13531,313.0416,793.84814,997.99634,-194.56984,768.91589,956.45526,-253.67036,990.13965,117.0195,212.6382,1001.84546,137.01175,104.02406,427.53339,39.54112,-122.71436,442.90393,48.64262,-20.87282,685.3374,1596.84326,73.78355,702.50079,1603.95447,-63.60978,663.91821,1772.41931,13.42269
1.8,594.9917,1054.36096,121.7281,600.88177,1038.56653,-138.59869,400.27765,1048.62415,2.79997,639.40094,745.46637,175.95319,710.21906,702.33472,79.20639,673.93671,628.25854,173.77855,476.61679,752.14996,-179.71613,557.23035,695.9187,-118.44132,446.84268,647.49188,-159.35428,679.66772,450.68243,165.21695,768.53326,449.61423,118.55963,728.08093,378.53247,177.08934,369.29672,441.84518,-147.92265,405.53894,383.02032,-94.53694,338.59421,404.30576,-152.91002,799.30078,58.87098,101.12778,923.98798,133.91196,81.49774,919.66193,110.19097,186.32083,1062.22571,172.60362,134.81442,195.13756,85.79171,-46.43749,365.61569,77.09859,-16.55211,348.14539,67.8261,-115.95714,473.27719,45.91107,-45.63901,627.64368,1355.55859,-10.15138,511.80032,1446.76965,190.04179,577.58588,1468.91992,-221.69867,487.26764,1250.81921,236.07037,626.09741,1236.45361,-246.18201,424.71857,1156.60376,258.3027,599.74951,1130.95984,-288.96432,537.65503,910.93732,269.85147,489.82013,902.64081,313.94266,791.73358,994.73431,-191.48111,767.30914,954.26373,-251.23743,1010.10193,131.49144,207.09697,1018.34406,148.15108,98.75301,408.1821,38.88287,-123.38521,424.16776,48.47089,-21.64493,685.05322,1594.29175,76.76638,701.99097,1601.42737,-61.00134,661.56598,1769.56287,15.85677
1.817,596.19556,1050.65234,122.56051,600.40204,1036.68811,-138.1019,400.66882,1045.38171,4.82562,641.33398,742.03296,175.54857,709.26843,697.995,77.47581,675.36487,625.11798,172.53781,472.94339,751.28278,-179.42223,555.17981,693.95667,-120.88287,441.50064,647.10266,-159.09,683.61591,447.96194,165.22765,771.61914,448.98026,116.92439,732.25281,376.24863,177.28816,360.17847,442.53668,-148.76817,396.68875,382.58691,-96.88879,328.89423,405.95111,-153.57013,810.21252,57.791,100.92011,932.93707,135.92165,78.28262,931.07233,112.88845,183.6373,1071.07593,179.28133,128.81612,176.97165,88.81448,-47.85656,347.53503,78.03313,-18.38046,330.04196,67.55338,-116.40873,454.35025,45.54975,-45.94286,628.3053,1352.30457,-8.48321,512.09241,1441.94604,192.63412,578.80304,1465.73938,-218.83125,487.72299,1246.1532,238.09023,625.78857,1233.12903,-245.21942,425.43552,1151.771,260.06717,600.69055,1128.2937,-286.90088,539.72198,906.87982,270.40912,491.72363,897.54712,314.83749,791.11334,990.94879,-190.56218,766.07336,950.38434,-249.44443,1022.32318,136.89597,203.44551,1027.54492,153.3546,93.58306,388.94986,38.3843,-123.89918,405.74615,48.31585,-22.38745,684.45715,1591.23669,79.22433,701.58704,1599.41235,-58.40401,659.14941,1767.16248,19.27734
1.833,597.77283,1048.36011,123.11356,600.01556,1034.29053,-137.95175,401.42172,1042.39197,7.10983,643.74219,739.84534,175.96213,712.53827,696.79816,76.72601,678.98254,623.33203,172.16008,470.24487,750.53204,-178.9958,552.2182,691.2204,-121.46426,438.5155,646.40247,-158.93423,687.25433,445.47083,164.34262,775.19958,446.58112,116.36711,737.00482,374.25766,175.97305,353.39478,442.9389,-149.36856,385.53436,382.04092,-95.80914,320.77197,407.6759,-154.28545,812.50183,57.01034,99.31228,935.61414,134.2998,74.61051,934.44775,111.65695,180.28963,1073.86951,177.58771,123.31306,159.28041,92.86202,-49.42835,329.63058,79.01235,-20.57699,311.87247,67.04805,-116.78718,435.32355,45.18021,-46.22392,628.66937,1349.11548,-4.91624,512.27722,1438.03589,196.02863,579.34021,1463.62512,-216.49855,487.9436,1241.75745,240.19035,623.9386,1230.96216,-242.13899,426.57156,1147.14087,262.04684,599.83038,1126.34937,-285.97568,542.13361,902.90918,272.32092,494.13559,892.95654,315.95615,791.49396,986.84436,-190.80441,766.0412,946.38287,-250.00792,1026.04944,133.18152,199.1579,1029.85803,151.31502,88.89794,369.89563,38.02658,-124.28133,387.65689,48.13432,-23.04944,684.61108,1590.02136,82.82991,701.43372,1597.96509,-54.7018,657.06146,1765.03223,22.59035
1.85,599.99323,1045.93311,124.60217,601.46301,1032.49426,-136.00415,402.81964,1039.75342,9.5668,650.60809,739.66956,176.9632,718.50146,697.30206,76.71879,687.92798,624.23444,172.59406,468.62961,749.87671,-178.49025,550.69415,689.02515,-122.27325,436.05307,646.00256,-158.92,693.10876,444.43289,163.8457,780.60156,444.00146,114.2607,740.78937,372.59793,173.72635,348.73947,443.5228,-149.4857,378.64664,381.51224,-96.88444,314.14471,409.53632,-155.01459,807.36023,56.6717,96.79791,932.96753,129.19785,70.80361,931.05963,107.06284,176.63622,1071.77734,168.01834,118.22907,142.36662,98.12536,-50.9798,312.14178,80.10497,-22.49566,293.79095,66.68884,-117.27979,416.07724,44.79433,-46.50899,631.26886,1348.47021,-3.43517,512.48065,1434.42944,199.17751,580.1593,1462.08728,-212.87782,488.89511,1237.98853,242.68037,625.15808,1229.2782,-239.81494,428.24667,1142.89392,264.16492,599.99792,1124.74915,-283.10239,545.586,899.27802,273.32587,497.16617,889.09796,317.75323,789.78046,981.60962,-190.14796,763.49896,941.98499,-249.46257,1021.59442,122.52854,195.04138,1026.40442,142.35556,84.71632,350.9725,37.73252,-124.55772,369.7814,47.85275,-23.63101,684.54938,1588.34656,85.83463,701.0849,1596.44519,-51.11387,655.29938,1763.25488,26.0093
1.867,601.18427,1044.71899,126.52319,602.61987,1030.58862,-134.34726,405.10843,1037.54199,12.24492,656.99335,739.58704,177.01038,726.63348,699.495,77.1618,695.23352,623.98047,171.56857,468.19415,749.32056,-177.90663,550.94519,687.86987,-121.9115,435.01773,645.89093,-158.75316,699.73456,445.1814,161.95798,785.23163,440.11639,111.40212,745.07538,371.11578,171.86435,344.65726,443.9726,-150.45999,374.36945,381.5657,-98.16793,309.00583,411.60275,-155.68448,796.97687,56.98604,94.00961,926.18243,121.52329,67.20903,922.85486,100.35857,173.06358,1066.02209,152.80846,113.50473,126.49704,104.79262,-52.40532,295.24973,81.34542,-23.99927,276.23962,66.70025,-118.13523,396.54245,44.37534,-46.77029,631.30902,1345.84753,1.46656,514.38629,1432.02917,202.48552,581.21448,1460.99036,-208.93901,490.98999,1235.10608,245.61888,626.25378,1228.35596,-236.68117,430.54446,1139.17249,266.39325,600.18622,1123.80298,-281.14236,549.40948,896.5636,275.17621,501.32709,885.44318,319.33484,782.67487,974.2287,-188.37019,758.90955,937.08588,-249.59608,1011.05182,109.9156,189.9229,1018.70636,128.44839,81.00117,331.95865,37.38496,-124.7146,352.021,47.36588,-24.09412,684.2417,1587.60107,89.93802,700.80414,1596.27209,-47.59047,654.14624,1762.19836,30.02987
